Bauartnummer;Bauartname;Spielname;Datum;Zulassungsinhaber;Fehler;TR-Version;ZL-Daten
1207;MERKUR 5000;;2002;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0117
1209;BLUE BALL;;2002;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8048
1210;BW122;TROPICAL;2002;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1211;BW121;LATIN DANCER;2002;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1212;ROTAMINT MC WIN;;2002;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1214;TRIOMINT CASH CASH;;2002;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1215;TRIOMINT FLIC FLAC;;2002;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1216;ROTAMINT BULLET;;2002;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1217;DYNAMITE;;2002;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1220;WINPLAY;;2002;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1222;DEVIL;;2002;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1223;FASHION;;2002;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1224;TRIOMINT AMARILLO;;2002;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1225;ACTION 4U;;2002;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1226;SUPER BIG RISC;;2002;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1228;ACTION UND KRONE;;2002;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1232;TAIFUN QUICK;;2002;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0144
1233;BW102;SUN FUN;2002;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1234;TRIOMINT BOOSTER;;2002;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1236;BW134;QUICK RISC;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1237;GRAND BONUS;;2003;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR;
1239;ZACK;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8063
1240;PANTHER FREE WIN;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1241;BW137;KING CLASSIC SL;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1242;BW124;KRONENPLAY;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1243;MERKUR GOLD POKAL;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0133
1244;MEGA ZACK;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8063
1245;MERKUR CHARLY;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0135
1248;MEGA DENVER;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8061
1249;BW138;JUMPIN JACK SL;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1250;TRIOMINT BOOSTER SPEED;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1252;BW140;TIME BREAKER;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1253;GOLDPOKAL;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0133
1254;BW139;SUNDAY SL;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1255;TRIOMINT COLOSSOS;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1258;CROWN ELDORADO;;2003;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR;
1259;MEGA LIFE;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8064
1260;LADY BLUE QUICK;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0139
1261;AIR;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8070
1262;ROTAMINT BULLET SPEED;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1264;LADY BLUE;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1265;ADDERS AND LADDERS;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0132
1266;DENVER;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8061
1267;SUNFAIR;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1268;ROTAMINT MC WIN SPEED;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1269;MERKUR XXL;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0131
1272;BW143;WINPLAY SL;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1273;PANTHER DA CAPO SPEED;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1274;BW123;GLORIA SL;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1275;CROWN COBRA;;2003;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR;
1276;SUNFAIR SL;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1277;CARIBIC;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8069
1278;MERKUR XXL SUPER;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0145
1279;ACTION UND KRONE SL;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1280;SUPER BIG RISC SL;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1281;MERKUR STIXX;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0148
1282;MEGA PAN;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8066
1284;TRIOMINT MATRIXX;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1285;MEGA AIR;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8070
1286;TRIOMINT DRAGON;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1287;TOP 200;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1288;MERKUR THUNDER;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0144
1291;BW135;BEL AMI;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1292;BW141;ACTION 4U SL;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1293;PANTHER SILVER JET;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1294;SHARK;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8059
1295;CROWN VIPER;;2003;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR;
1297;POWER ACTION;;2003;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR;
1298;BW130;FIRE GAME;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1299;RAVE;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1300;MERKUR DORO;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0154
1301;PAN 100;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1302;ROTAMINT GIGA PASCH;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1304;PRIMA DONNA;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1305;ROTAMINT CHICAGO;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1306;BW153;ARCON;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1307;MERKUR ORCA;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0166
1308;BW142;LATIN DANCER SL;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;Ident
1309;GOLD STAR;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8042
1310;MERKUR TOWERS;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0156
1311;CASINO WIN;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1312;PANTHER TOP STAR;;2003;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1314;HOT WIN;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1315;CAIRO;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8085
1316;BOBBY;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0149
1317;CHILI;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8071
1318;PAPYRUS;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1320;SUNFAIR XL;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1321;RASANT;;2003;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR;
1323;POKER STAR;;2003;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0161
1324;GOLDEN FIGHT;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1325;MERKUR RONDO;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0152
1326;TAIFUN BISTRO H;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x0167
1327;ROTAMINT MACAO;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR;
1328;RAILROAD;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;
1329;MIAMI;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR;0x8075
1330;CROWN ROYAL;;2004;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1332;BW136;REX;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1333;RAINBOW;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0158
1334;BW133;M200;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1335;PANTHER VICTORY;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1336;MERKUR AZZURO;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0160
1337;MERKUR MYTHOS;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;
1338;TRIOMINT AVANTI;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1339;CITY;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;
1341;FUTURE;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;
1342;IMPULS 100;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x9201
1343;MERKUR MISTRAL;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0169
1344;LIGHT GAME;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1345;ORLANDO;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1346;BW146;ACTION TOTAL;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1347;KAISER MAGIER;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x9200
1348;TRIOMINT SHANGHAI;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1349;MERKUR EUROCUP;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0175
1350;PIONIER;;2004;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1351;MERKUR TORNADO;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0173
1352;ROTAMINT CASABLANCA;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1353;BW169;GINA;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1355;PANTHER MORE AND MORE;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1356;MEGA GHOST;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8079
1357;CROWN MAMBA;;2004;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1358;TRIOMINT RELOADED;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1361;SUPER 100;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1362;BW147;BALLYS 493;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1363;VIDEO RISC;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1364;PANTHER MAGNUS;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1365;MEGA SHUTTLE;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;
1366;BRILLANT;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0176
1368;MEGA MEXICO;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8083
1369;TRIOMINT TURBOTWIN;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1371;KAISER COOL;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x9202
1372;MEGA ROAD;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8084
1373;TRIOMINT MULTICLASSIC;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1374;BW164;BOSS;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1375;CROWN TOP TEN;;2004;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1376;BOSS XL;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1377;OCEAN;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8087
1378;BW167;VICTORIA;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1379;GLUECKAUF;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0188
1381;TOTAL;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1384;GALAXY CC;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1385;BW183;TEX MEX;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1386;POWER PLAY;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;
1387;TRIOMINT BIG BOOSTER;;2004;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1388;OMEGA;;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1389;BW165;HERO;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1390;BW185;THATS COOL;2004;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1391;SUPER TAIFUN;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0187
1392;DIEGO;;2004;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0185
1393;CROWN MM;;2005;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1395;ROTAMINT ALPHA;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1396;CAIRO 150;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8085
1397;PANTHER COSMO;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1398;ROTAMINT DISCUS XL;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1399;ORBIT;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1400;SUPER 200;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1403;BW175;FOXX;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1404;KAISER BON BON;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x9205
1405;TEXAS;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8091
1406;TITAN;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1407;CROWN ACTION TOWER;;2005;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1410;BEST WIN;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1411;BOSS SL;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1412;ROTAMINT SUPERGIGA;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1413;BW170;SALLY;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1415;TWIST;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0194
1416;CROWN CLASSIC;;2005;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1417;BW192;TITAN PRO;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1418;TRIOMINT HIGH LEVEL;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1419;CROWN QUATTRO;;2005;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1420;PANTHER BISTRO;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1421;ROTAMINT SUPER PASCH;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1422;BW195;SPEED RUN;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1423;CROWN TT;;2005;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1424;HERO XL;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1425;ARISTON SUPERSTAR;;2005;Ariston Apparatebau GmbH, 42551 Velbert, Deutschland;;TR 2.x;
1426;OBERCOOL;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1427;MERKUR TOP 180;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0202
1428;TRIOMINT SANTANA;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1429;CROCO;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8093
1430;TRIOMINT POWER ALPHA;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1432;OKTA 150;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8092
1433;BLUE POWER;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8094
1434;MERKUR LASER;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0205
1437;BW199;ELEVEN;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1438;SPEED RUN PLUS;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1439;ELEVEN PLUS;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1440;BW196;LUXX PRO;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1441;CINEMA;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8098
1442;MEMPHIS;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;
1443;DUBLIN;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8099
1444;KRONPRINZ;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1445;LUXX PLUS;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1446;TITAN PLUS;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1447;CASH FUN;;2005;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0218
1448;CROWN LA;;2005;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1449;PANTHER PEAK;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1451;TRIOMINT WARP 7;;2005;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1452;SUNRISE;;2005;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1453;CROWN DOUBLE POWER SUPER;;2005;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1454;BLOCKBUSTER;;2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1455;BW187;TOTAL GENIAL;2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1457;SCIROCCO;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0219
1458;PEPPER;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8102
1459;ESPRIT VIDEO;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x9209
1460;BW1007;BULLY;2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1461;BW1009;PLAY TIME;2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;Ident
1463;EGYPT FUN;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0223
1464;PANTHER TATTOO;;2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1465;MERKUR WORLD CUP;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0119
1466;TRIOMINT BIG KICK;;2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1467;CROWN TARGA;;2006;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1469;TRIOMINT JOJO;;2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;;TR 2.x;
1471;CROWN MUMM;;2006;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;;TR 2.x;
1472;TOTAL GENIAL PLUS;;2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;;TR 2.x;
1473;WINNER SUPERQUICK;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x8104
1475;LOTUS;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0225
1476;BW1017;DUO;2006;Playmont Flip-Inn Spielautomaten Service- und Handels GmbH, 34117 Kassel, Deutschland;;TR 2.x;Ident
1477;MERKUR LUCKY STAR;;2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;;TR 2.x;0x0231
2001;BW1016;GRAFFITY;28.04.2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2002;JAZZ;;11.05.2006;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.1;0x8100
2003;NEON;;11.05.2006;Monarch Beteiligungs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2004;TRIOMINT-ARRIBA;;18.05.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.1;
2005;NEW WINNER;;24.05.2006;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.1;0x8105
2006;PANTHER-CARLO;;30.05.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.1;
2007;TRIOMINT-GALAKTICA;;30.05.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.1;
2008;SONNE;;31.05.2006;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.1;0x8000
2009;MERKUR-CASH-FIRE;;01.06.2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.1;0x0239
2010;BW1000;SPEED-FIVE;02.06.2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2011;TOOOR;;12.06.2006;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.1;0x8097
2012;LAOLA;;13.06.2006;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.1;0x9211
2013;BW1018;ATLANTIS;16.06.2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2014;TRIOMINT-FUNFAIR;;28.06.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.1;
2015;CROWN-JUBI-100;;30.06.2006;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;false;TR 3.1;
2016;TRIOMINT-ACAPULCO;;05.07.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.1;
2017;ROTAMINT-SAMOA;;06.07.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.1;
