Bauartnummer;Bauartname;Spielname;Datum;Zulassungsinhaber;Fehler;TR-Version;ZL-Daten
2300;ADP 1130;;30.10.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2301;ADP 1348;;30.10.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2302;ADP 1023;ROULETTE;04.11.2009;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2303;BW3012;;25.11.2009;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2304;BW3009;;25.11.2009;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2305;BW0525;;11.12.2009;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2306;LE4D768;TRIOMINT VOLANTIS;14.12.2009;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.1;
2308;CASINO-DUAL-LINE-I;;16.12.2009;WEBAK Elektronik Handels GmbH, 4810 Gmunden, Österreich;false;TR 4.1;
2310;BW3014;;17.12.2009;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2311;ARISTON MULTIGAMER (STAND);;17.12.2009;Ariston Apparatebau GmbH, 42551 Velbert, Deutschland;false;TR 4.1;
2312;SDM112;;21.12.2009;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2314;ARISTON MULTIGAMER (WAND);;05.01.2010;Ariston Apparatebau GmbH, 42551 Velbert, Deutschland;false;TR 4.1;
2318;BW3016;;22.01.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2319;ADP 1044;;29.01.2010;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 4.1;
2320;ADP 1037;ROULETTE;29.01.2010;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2321;BW3018;;29.01.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2322;JVH0006;;01.02.2010;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2323;CASINO-CHROME-LINE-I;;02.02.2010;WEBAK Elektronik Handels GmbH, 4810 Gmunden, Österreich;false;TR 4.1;
2324;BW3020;;02.02.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2325;BW3017;;03.02.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2327;ADP 1150;;16.02.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2329;ADP 1136;;19.02.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2330;ADP 1115;;19.02.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2331;PSMTEC0002;UNIVERSE OF GAMES;22.02.2010;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2332;ADP 1143;;23.02.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2333;ADP 1286;DRINKX;24.02.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2335;ADP 1251;GLORY;09.03.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2336;ADP 1158;;09.03.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2337;ADP 1151;;10.03.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2339;ADP 1186;;12.03.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2340;ADP 1165;;12.03.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2341;ADP 1179;;12.03.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2342;ADP 1172;;12.03.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2346;ADP 1314;BERLIN;26.03.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;0x9218
2347;ADP 1321;CRUISER;07.04.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;0x9217
2348;TOP SKY EDITIONS 2 SKYMASTER;;14.04.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2349;ADP 1178;;14.04.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2350;TOP SKY EDITIONS 3 SKYMASTER;;19.04.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2351;BW1501;MULTI GAME PUB;22.04.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2352;BW3032;;27.04.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2353;BW3034;;27.04.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2354;PSMTEC0003;;30.04.2010;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2355;JVH0007;;03.05.2010;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2358;JVH2001;;10.05.2010;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2359;JVH1002;;11.05.2010;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2361;ADP 1164;;21.05.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2363;CASINO FUTURE LINE 2;;27.05.2010;WEBAK Elektronik Handels GmbH, 4810 Gmunden, Österreich;false;TR 4.1;
2364;ADP 1051;;31.05.2010;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 4.1;
2365;BW3038;;04.06.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2366;BW3037;;09.06.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2368;BW3036;;15.06.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2369;ADP 1383;MONOPOLY JACKPOT;18.06.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2370;TOP SKY EDITIONS 6 SKYMASTER;;18.06.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2371;JVH2002;;21.06.2010;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2372;LE9927E;TRIOMINT CORRIDA;21.06.2010;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.1;
2373;TOP SKY EDITIONS 5 SKYMASTER;;22.06.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2377;TOP SKY EDITIONS 4 SKYMASTER;;29.06.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2378;ADP 1228;;01.07.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2379;ADP 1432;MONOPOLY JACKPOT;02.07.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2380;ADP 1418;NEW WINNER;07.07.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;0x8105
2381;BW1500;;07.07.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2382;ADP 1214;;09.07.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2383;ADP 1509;HOT CHERRY;09.07.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;0x8118
2384;ADP 1235;;12.07.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2385;TOP SKY EDITIONS 8 SKYMASTER;;14.07.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2386;ADM301;;15.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2387;TOP SKY EDITIONS 7 SKYMASTER;;15.07.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2388;TOP SKY EDITIONS 9 SKYMASTER;;20.07.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2390;SDM506;;23.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2391;SDM507;;23.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2392;ADM302;;26.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2393;ADM303;;27.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2394;SDM505;;28.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2395;SDM502;;29.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2396;SDM508;;30.07.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2397;ADM401;;02.08.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2398;SDM503;;04.08.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2399;ADM403;;04.08.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2400;ADP 1328;SONNE;05.08.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;0x8000
2401;ADP 1502;FILOU;06.08.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;0x8119
2401;ADP 1502;MEGA WINNER;06.08.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;0x8119
2402;ADM402;;11.08.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2403;SDM501;;12.08.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2404;SDM504;;12.08.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2405;TOP SKY EDITIONS 11 SKYMASTER;;16.08.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2406;ADP 1199;ROULETTE;18.08.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2407;ADP 1335;FUN BOX;19.08.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;0x9219
2408;ADP 1516;TRIPLE POWER;24.08.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;0x8106
2409;TOP SKY EDITIONS 10 SKYMASTER;;24.08.2010;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2410;ADP 1242;MAGIE ;02.09.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2411;BW1551;MULTILINE;03.09.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2412;ADP 1042;;03.09.2010;Walberer Automaten GmbH + Co., 45041 Essen, Deutschland;false;TR 4.1;
2413;ADP 1221;MERKUR MULTI;07.09.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;0x0274
2414;CASINO-SLIM LINE III;;08.09.2010;WEBAK Elektronik Handels GmbH, 4810 Gmunden, Österreich;false;TR 4.1;
2416;ADP 1446;MONOPOLY JACKPOT;04.10.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2417;ADP 1255;;05.10.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2418;ADP 1349;;06.10.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2419;ADP 1439;MONOPOLY JACKPOT CASINO;07.10.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2421;ADP 1453;MONOPOLY JACKPOT CASINO;12.10.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2422;ADP 1065;;12.10.2010;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2423;ADP 1072;;13.10.2010;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2424;SDM122;;14.10.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2425;ADP 1241;;15.10.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2426;ADP 1227;;15.10.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2427;ADP 1220;;15.10.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2428;ADP 1234;BINGO;15.10.2010;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.1;
2429;ADP 1342;MAXWIN PLAYER;18.10.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2430;BW3040;;22.10.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2431;BW3042;;26.10.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2432;BW1552;DAXX;26.10.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;Ident
2433;BW1553;NEON;27.10.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;Ident
2434;BW3039;;28.10.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2435;BW3041;;29.10.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2436;ADP 1481;MONOPOLY JACKPOT MAGIE;08.11.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2438;ADM150;;09.11.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2441;ADM250;;12.11.2010;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2442;ADP 1474;MONOPOLY JACKPOT;12.11.2010;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2443;ADP 1356;TIGER;15.11.2010;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2447;PSMTEC0004;;24.11.2010;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2450;ETR-03EB;;30.11.2010;Eurotronic GmbH, 71636 Ludwigsburg,;false;TR 4.1;
2451;ADP 1270;MERKUR MULTI CASINO;30.11.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;0x0276
2452;ADP 1284;;07.12.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2455;HOTGAMES II SLANT;;09.12.2010;Eurotronic GmbH, 71636 Ludwigsburg,;false;TR 4.1;
2456;ADP 1249;;14.12.2010;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2458;JVH4010;;15.12.2010;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2459;BW3046;;21.12.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2460;BW3048;;22.12.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2461;BW3045;;23.12.2010;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2462;ADP 1460;MERKUR MAGIE 26;13.01.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2465;BW3051;;13.01.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2466;ADP 1467;MONOPOLY JACKPOT;13.01.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2467;BW1550;MULTILINE;14.01.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2468;BW3052;;17.01.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2469;ADP 1263;;17.01.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2470;PSMTEC0005;;19.01.2011;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2471;ADP 1086;ROULETTE;24.01.2011;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2472;ADP 1558;MONOPOLY JACKPOT;26.01.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2473;ADP 1277;MAGIE ;31.01.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2474;SDM123;;01.02.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2475;JVH2003;;02.02.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2476;ADP 1593;MONOPOLY JACKPOT;03.02.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2478;ADP 1586;MONOPOLY JACKPOT;09.02.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2479;JVH0010;;11.02.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2482;ADP 1565;MONOPOLY JACKPOT;15.02.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2484;ADP 1291;;23.02.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2485;BW1554;;28.02.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2486;ADP 1377;;03.03.2011;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2487;JVH0008;;16.03.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2488;JVH1003;;24.03.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2489;ADP 1290;;28.03.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2490;ADP 1283;;28.03.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2491;ADP 1297;MAGIE ;29.03.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2492;ADP 1269;;29.03.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2494;ADM260;;04.04.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2495;ADP 1276;;06.04.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2496;ADP 1304;;07.04.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2497;ADM160;;08.04.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2498;JVH2005;;28.04.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2499;ADM170;;29.04.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2500;ADP 1079;ROULETTE;03.05.2011;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2501;SDM701;;04.05.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2503;JVH2004;;11.05.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2505;SDM801;;12.05.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2506;ADP 1298;;17.05.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2507;ADM180;;18.05.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2508;ADP 1319;;18.05.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2511;ADP 1347;;24.05.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2512;JVH0009;;24.05.2011;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2515;ADP 1305;MAGIE ;30.05.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2516;ADP 1333;;30.05.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2517;ADP 1312;MAGIE ELITE STAR;30.05.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2520;SDM210;;08.06.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2521;ADM280;;15.06.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2522;ADP 1340;;15.06.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2523;ADP 1384;MONEY X;20.06.2011;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2524;ADP 1121;ROULETTE;22.06.2011;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;true;TR 4.1;
2528;IMP102;;29.06.2011;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2530;ISO102;;01.07.2011;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2532;PSMTEC0007;;04.07.2011;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2534;IMP103;;06.07.2011;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2536;ISO103;;12.07.2011;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2537;PLAY 1005;;14.07.2011;Playmont Flip-Inn Spielautomaten Service- und Handels GmbH, 34117 Kassel, Deutschland;false;TR 4.1;
2538;ADP 1405;;18.07.2011;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2539;PSMTEC0006;;19.07.2011;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2540;PSMTEC0009;;20.07.2011;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2541;ADP 1391;MAGIE ;21.07.2011;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;
2542;PSMTEC0008;;22.07.2011;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.1;
2546;ADP 1326;;27.07.2011;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.1;
2547;BW3079;;28.07.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2548;BW3076;;29.07.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2549;BW3077;;03.08.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2550;ADP 1677;MONOPOLY JACKPOT;04.08.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2553;ADP 1412;MAGIE ELITE STAR;08.08.2011;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2554;IMP104;;15.08.2011;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 4.1;
2555;ADP 1419;MAGIE ;17.08.2011;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2556;ADP 1656;MONOPOLY JACKPOT;24.08.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2558;ADP 1670;MONOPOLY JACKPOT;25.08.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2559;BW3083;ACTION STAR;02.09.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2560;BW3081;GAME STATION;06.09.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2561;ADP 1663;MONOPOLY JACKPOT;08.09.2011;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2562;BW3078;;08.09.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2564;BW3082;;09.09.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2565;ADM505;;05.10.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2567;ADP 1339;;06.10.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2568;ADP 1346;MAGIE ;10.10.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2570;ADP 1311;MERKUR MAGIE 34;11.10.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2572;ADM506;;18.10.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.1;
2573;BW3080;;19.10.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;true;TR 4.1;
2574;ETG-KL74;;20.10.2011;Eurotronic Gaming UG, 71636 Ludwigsburg, Deutschland;false;TR 4.1;
2576;SDM803;;20.10.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2578;MAGIC CLASSIC;;26.10.2011;APEX gaming EUROPE a.s., 11000 Praha 1 - Nové Mesto, Republik Tschechien;false;TR 4.1;
2582;ADP 1353;;07.11.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2583;ADP 1360;MAGIE 2011/ELITE II;10.11.2011;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.1;
2584;SDM601;;10.11.2011;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 4.1;
2586;BW3094;;14.11.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2587;BW3093;;15.11.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2588;BW3095;;15.11.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2589;BW3089;;16.11.2011;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
